ID_Temps,ID_Condition,Temperature,Humidite,Vitesse_Vent
30342,15,5.2,0.92,6.75
33347,9,12.31,0.86,16.31
12382,35,18.77,0.79,25.76
17797,9,20.04,0.4,28.37
24362,9,12.2,0.73,2.46
6108,9,17.99,0.43,26.36
21669,9,16.73,0.93,6.01
20757,15,21.44,0.82,10.84
4278,15,28.79,0.55,5.25
58513,24,-4.31,0.96,6.41
35525,11,-3.79,0.92,6.73
45394,9,1.44,0.95,12.83
17804,12,1.25,0.92,16.86
35529,33,-4.04,0.85,12.45
23181,11,-4.33,0.83,20.0
24670,33,-4.33,0.96,6.78
54285,12,16.61,0.96,2.96
5477,12,32.8,0.37,4.88
10566,9,14.09,0.63,22.56
10567,9,20.98,0.45,8.08
7338,35,7.27,0.79,13.49
24973,12,7.08,0.61,2.0
55820,9,12.33,0.56,10.11
45979,23,-2.78,0.88,3.22
45073,11,-2.76,0.78,14.26
43008,35,1.24,0.85,25.21
6135,9,21.25,0.49,2.93
41569,12,14.01,0.58,13.12
41571,35,6.22,0.88,14.1
14179,14,8.87,0.58,33.65
22620,9,8.89,0.5,20.13
54592,12,5.0,0.81,22.12
59136,15,12.7,0.69,2.0
54031,9,12.8,0.96,9.56
38304,12,17.78,0.52,12.69
30676,15,17.83,0.6,16.33
23211,35,19.93,0.51,14.02
49843,12,14.37,0.76,11.09
40718,12,23.89,0.48,4.8
14497,15,11.17,0.96,2.69
18753,15,13.24,0.5,6.3
39216,12,10.65,0.47,11.56
52185,9,12.59,0.59,10.01
33396,15,23.62,0.67,10.95
27089,35,7.17,0.86,8.13
11812,23,-0.99,0.88,9.6
32517,9,2.36,0.79,15.5
26487,35,7.29,1.0,15.97
41885,33,-0.6,0.88,10.82
58562,12,6.02,0.85,26.34
37093,12,30.05,0.43,14.39
22942,12,19.54,0.81,6.5
5533,9,22.19,0.81,7.49
25613,9,30.97,0.33,17.89
59167,12,18.19,0.76,7.82
21734,12,23.84,0.34,10.92
2834,9,20.68,0.52,1.96
24120,12,22.76,0.66,12.11
23243,9,21.09,0.69,12.4
44250,15,12.73,0.68,12.51
57670,15,8.18,0.65,1.34
10316,9,9.79,0.67,11.24
15488,12,12.98,0.39,23.3
45738,23,-1.02,0.96,5.1
34340,9,13.95,0.76,7.82
20240,12,15.22,0.82,2.25
666,12,11.77,0.8,11.56
13037,35,1.09,0.85,9.37
47800,12,12.13,0.67,9.77
55540,12,6.59,0.77,10.95
22053,12,22.93,0.37,9.79
41025,35,12.13,0.8,2.17
26511,35,12.72,0.8,9.13
24127,35,6.3,0.75,11.66
8553,35,7.89,0.96,14.1
52232,12,7.85,0.83,3.19
17011,12,21.18,0.42,10.35
43369,9,10.0,0.83,13.6
34666,13,6.52,0.93,2.95
6830,9,8.22,0.83,6.13
43373,9,9.56,0.84,10.64
51370,15,22.07,0.66,10.48
57097,12,15.96,0.87,5.3
51374,9,27.2,0.39,4.77
57391,9,21.99,0.68,4.43
31904,12,23.02,0.66,4.91
12774,12,21.13,0.53,11.75
16130,9,23.07,0.53,18.1
16132,35,6.04,0.77,24.54
4079,35,7.58,0.9,8.02
18492,9,7.81,0.82,7.18
57992,9,5.09,0.75,20.74
37120,24,-6.16,0.92,3.16
11549,35,7.08,0.86,3.36
32244,13,4.93,0.93,8.9
54367,9,9.95,0.77,21.7
37733,21,-0.79,0.79,3.22
57701,23,-1.24,0.76,9.23
35599,33,-10.41,0.64,11.85
53495,1,-2.27,0.81,42.79
4383,24,-1.21,0.92,11.0
22080,24,-1.71,0.96,6.15
51098,12,22.12,0.62,5.67
38698,12,16.02,0.84,14.3
1336,12,27.8,0.46,21.91
38059,15,19.91,0.69,6.41
26850,12,12.87,0.73,4.59
51701,9,15.05,0.78,8.0
31316,12,32.13,0.36,9.48
42523,12,17.99,0.89,5.76
23282,9,20.39,0.82,16.12
20582,12,27.08,0.39,2.67
8878,13,3.44,0.92,6.49
28959,9,8.89,0.64,22.65
36208,12,7.73,0.73,1.45
40206,35,2.89,0.69,5.51
3201,12,10.09,0.86,6.21
20588,9,26.16,0.39,17.79
12792,9,18.86,0.77,7.52
26236,12,21.02,0.57,12.49
14254,15,33.63,0.28,13.7
49258,12,13.84,0.51,20.41
1346,15,18.84,0.47,16.02
31042,9,8.38,0.77,3.56
37436,9,12.01,0.63,8.02
27469,13,2.66,0.96,4.03
51714,9,10.0,0.72,20.43
14259,15,17.18,0.73,2.99
35617,13,6.14,0.93,1.8
32911,12,12.29,0.77,10.92
54992,12,26.12,0.47,12.09
28072,12,17.77,0.42,25.44
36539,35,11.13,0.8,9.1
4410,12,12.78,0.59,12.88
49279,35,15.0,0.55,4.83
21186,9,21.11,0.42,9.66
25972,12,12.44,0.45,14.86
24492,9,21.11,0.32,11.27
52279,9,17.78,0.43,22.54
34413,9,18.89,0.9,9.66
46365,15,15.56,0.84,3.22
2284,12,32.22,0.3,14.49
20894,12,24.88,0.57,11.99
3842,21,-6.22,0.75,22.28
52912,35,7.92,0.96,11.4
28086,11,-2.22,0.96,11.27
24195,23,-0.19,0.75,16.12
21200,9,6.11,0.55,12.88
55312,21,-6.04,0.88,2.87
36562,24,-10.0,0.92,0.0
5610,12,10.14,0.85,4.28
28705,12,29.84,0.37,19.43
28707,12,27.48,0.46,8.18
50240,13,6.11,0.96,11.27
10393,12,4.08,0.71,10.42
2024,35,7.29,0.79,0.43
16204,35,16.11,0.62,11.27
23622,12,25.74,0.51,20.99
43451,15,15.88,0.74,3.99
23625,9,0.94,0.84,10.34
58353,12,0.56,0.82,3.22
1384,9,5.56,0.93,6.44
49320,13,7.76,0.96,4.91
20923,13,3.89,0.96,6.44
14029,9,3.84,0.81,12.43
51164,37,8.33,0.93,43.47
21229,9,8.89,0.77,3.22
35052,35,6.11,0.82,14.49
164,15,20.0,0.4,0.0
39326,9,15.0,0.75,11.27
17977,12,14.44,0.75,11.27
4153,15,12.78,0.74,3.22
52940,15,12.22,0.83,6.44
12842,9,22.79,0.34,13.62
22453,12,22.78,0.44,20.93
465,12,15.21,0.67,0.68
5967,9,21.09,0.41,20.09
5630,12,12.22,0.72,6.44
25117,15,13.99,0.66,10.95
24824,12,20.0,0.53,16.1
36887,9,22.27,0.53,4.56
2329,12,16.64,1.0,3.35
33236,24,-5.09,0.93,24.26
43188,24,-7.78,0.93,3.22
25419,13,0.51,0.96,20.64
55667,12,2.12,0.65,7.78
805,9,2.2,0.79,13.69
35690,11,-0.09,0.85,6.67
41721,11,-6.46,0.84,6.41
10131,24,-8.83,0.92,0.0
17676,11,-7.82,0.92,11.01
32356,12,23.8,0.74,7.47
42882,12,23.73,0.63,15.13
10736,9,22.17,0.69,19.88
55994,9,12.17,0.96,10.51
22492,9,2.94,0.74,5.94
38775,9,9.08,0.49,7.33
3295,9,7.82,0.72,14.02
43794,35,12.15,0.72,26.44
11052,35,10.51,0.86,11.38
25144,9,22.8,0.57,15.57
30544,12,19.91,0.73,6.44
13491,9,16.51,0.84,11.33
4186,12,12.13,0.74,8.16
26641,35,9.04,0.94,10.95
32047,13,8.77,0.93,17.08
58411,12,16.87,0.94,9.58
13174,35,17.57,0.91,7.36
510,12,13.92,0.43,10.51
34486,9,14.42,0.56,10.63
13184,15,19.24,0.84,0.0
9575,11,-1.04,0.93,0.0
1158,35,1.72,0.92,6.44
58426,21,-0.63,0.69,13.94
6346,12,2.36,0.78,7.97
36052,12,0.57,1.0,3.48
18037,35,2.24,1.0,9.52
32712,35,0.56,0.78,24.62
34793,33,-6.14,1.0,12.51
24588,11,-3.84,0.85,10.63
45614,35,1.23,0.85,22.38
50321,12,33.77,0.41,8.03
2392,12,20.07,0.72,4.6
9302,12,22.03,0.66,0.34
24589,9,18.73,0.92,14.59
20705,9,15.49,1.0,3.19
860,12,12.8,0.74,6.46
27893,12,17.92,0.59,21.85
41174,9,9.31,0.93,6.15
39404,9,13.18,0.84,6.44
36349,12,19.79,0.76,3.22
31162,12,12.89,0.4,3.12
44995,15,8.67,0.95,4.99
41179,13,0.03,0.92,7.68
18059,24,-0.11,0.93,4.03
56648,9,8.96,0.66,3.19
18668,9,7.6,0.72,0.0
6372,12,13.82,0.81,0.0
25803,15,23.75,0.42,9.61
18346,15,28.83,0.36,4.01
45630,9,15.39,0.91,17.03
22240,15,13.66,0.55,12.32
37900,35,16.26,0.88,3.36
10203,9,11.11,0.8,0.0
30299,9,3.89,0.52,14.49
30011,15,13.89,0.67,0.0
52116,35,3.98,0.59,20.43
43264,15,23.1,0.49,2.93
42655,14,27.04,0.37,30.19
16010,12,28.93,0.26,3.59
6381,9,32.33,0.37,0.26
50651,12,37.82,0.22,15.44
22246,15,21.09,0.68,23.43
38232,33,-13.09,0.87,3.22
55431,9,2.01,1.0,9.02
17472,35,0.51,0.96,6.1
16016,35,5.37,0.87,15.33
10804,13,1.58,1.0,20.53
8748,9,1.08,0.93,14.46
16311,11,-10.0,0.8,4.83
56059,11,-3.89,0.84,8.05
51258,24,-10.56,0.87,11.27
30022,12,1.11,0.54,20.93
12361,33,-8.89,0.61,9.66
6706,11,-0.42,0.9,6.65
5432,9,3.89,0.92,3.22
13561,12,24.26,0.4,13.88
49773,9,18.36,0.97,3.22
38244,12,31.05,0.41,14.01
43280,12,30.25,0.36,14.12
16629,15,12.04,0.93,3.19
12947,12,28.91,0.36,12.51
21648,15,22.06,0.66,6.39
45366,12,17.79,0.63,7.95
37004,12,6.11,0.65,0.0
10232,12,17.78,0.3,8.05
30625,25,12.78,0.35,35.42
8464,12,8.89,0.93,0.0
55785,9,11.09,0.71,22.85
33960,12,8.33,1.0,16.76
7049,35,6.67,0.94,3.36
51289,9,7.75,0.9,16.84
20754,35,4.96,0.99,9.53
15417,9,11.55,0.77,7.39
48579,9,7.31,0.82,6.75
19881,9,19.06,0.67,9.1
52473,9,14.12,0.47,20.03
7316,35,19.36,0.76,13.27
31516,12,14.33,0.78,16.47
57608,12,7.78,0.88,14.41
28243,24,-1.11,1.0,4.83
25243,35,3.23,0.84,24.2
41539,9,2.71,0.89,1.95
42992,9,2.19,0.93,12.32
44761,11,-2.38,0.88,6.44
36121,24,-1.02,0.92,9.45
13879,12,0.58,0.89,17.11
57922,11,-3.77,0.84,2.85
42996,11,-4.84,0.92,9.77
47452,21,-0.99,0.74,16.07
42145,35,5.97,0.8,19.13
10263,33,-10.74,0.81,6.26
16064,9,2.2,0.92,5.04
53082,9,19.4,0.93,3.62
18113,15,19.98,0.93,3.22
20193,9,18.87,0.97,6.63
17239,12,7.29,0.86,3.82
16657,9,13.86,0.83,2.9
9089,9,25.46,0.65,4.94
59424,9,14.54,0.88,12.19
25260,9,24.86,0.74,5.1
54583,12,17.81,0.51,2.4
38604,12,1.28,0.65,21.33
3427,9,11.99,0.75,6.38
14770,9,22.96,0.37,15.81
19910,13,5.94,0.93,0.14
26155,12,11.44,0.59,10.19
12422,9,7.36,0.89,3.56
56425,9,21.07,0.33,8.08
6449,35,12.84,0.96,6.6
28579,9,12.27,0.99,8.26
34906,12,9.01,0.43,23.33
13317,12,10.97,0.87,0.0
56429,12,22.75,0.39,2.53
2193,12,12.73,0.9,5.51
13617,15,9.86,0.94,3.59
4629,12,6.71,0.73,7.16
25586,15,11.67,0.48,6.42
21713,12,18.96,0.19,12.88
14498,15,15.39,0.27,2.99
7358,15,17.34,0.47,11.11
56124,12,22.18,0.27,4.85
18444,9,17.74,0.8,13.81
19640,12,18.71,0.76,2.7
4324,12,23.54,0.6,17.47
24405,9,25.58,0.55,3.94
13917,13,2.17,0.86,4.97
52822,11,-4.93,0.85,8.05
49498,24,-3.94,0.92,11.01
31867,15,0.67,0.89,14.22
1593,35,6.09,0.93,13.99
41009,12,5.02,0.82,12.19
33114,23,-0.91,0.87,8.37
11814,12,2.93,0.69,10.69
46010,24,-1.03,0.96,6.18
21726,9,13.88,0.55,21.9
34331,25,10.03,0.83,38.38
22342,9,6.05,0.77,17.71
32531,12,27.27,0.32,8.74
18459,35,15.0,0.83,9.61
28604,35,13.92,0.8,6.63
2546,12,23.41,0.56,17.4
40440,9,18.87,0.65,0.24
2551,35,8.82,0.84,12.51
52837,12,8.06,0.73,11.32
33426,15,4.07,0.86,4.7
18780,9,8.77,0.62,13.83
43660,12,4.01,0.79,2.99
49877,35,7.83,0.76,12.43
47794,12,13.59,0.85,2.38
34037,9,12.93,0.96,7.74
11839,13,5.12,1.0,0.0
19069,9,7.72,0.76,8.79
30711,35,6.18,0.69,17.18
6494,9,5.58,0.89,11.03
52228,9,5.58,0.86,6.73
45746,12,10.4,0.87,6.15
365,9,10.05,0.68,11.04
38023,12,2.2,0.79,8.26
13367,35,7.83,0.96,17.55
48944,12,15.19,0.9,9.9
20250,12,16.09,0.67,11.54
57090,15,12.67,0.65,17.11
54653,35,16.23,0.72,19.77
38677,9,8.33,0.76,17.28
42210,9,12.74,0.77,8.57
14836,13,5.96,0.93,4.51
12772,35,13.72,0.4,7.76
48669,12,16.97,0.73,13.89
10926,12,22.69,0.53,15.71
11859,15,17.1,0.73,4.25
16730,12,25.01,0.42,9.05
31294,23,-5.71,0.92,7.82
8571,24,-5.5,0.93,10.8
1643,9,3.29,0.82,20.33
43386,14,15.09,0.42,34.92
28322,15,6.02,0.63,13.83
13056,9,4.82,0.77,8.16
34370,9,0.99,0.85,12.51
28951,24,-4.8,0.91,11.41
13390,23,-4.48,0.93,7.25
40781,24,-5.14,0.92,1.38
12498,24,-2.17,0.96,3.36
18199,15,15.53,0.81,3.2
44575,15,14.88,0.9,2.77
47537,9,23.76,0.39,23.09
40201,12,29.67,0.39,7.87
11881,12,26.5,0.56,5.07
32890,12,18.37,0.83,8.15
15864,12,23.25,0.54,12.64
21483,35,14.83,0.9,11.27
8595,9,7.09,0.72,10.87
32597,9,11.23,0.57,11.21
58632,35,6.46,0.75,10.58
51116,23,-2.31,0.72,13.96
18215,35,3.68,0.8,15.81
37441,12,10.4,0.91,10.74
34086,35,13.77,0.78,13.25
37139,12,9.54,0.8,6.5
39903,15,9.5,0.89,3.36
16752,13,6.12,0.93,4.6
11577,12,17.55,0.64,10.75
5262,35,16.69,0.89,6.65
31336,35,16.04,0.87,14.14
34099,9,22.46,0.59,13.91
51721,12,17.22,0.67,8.05
27481,15,8.89,0.68,11.27
3835,12,20.0,0.37,12.88
40220,9,15.0,0.83,11.27
5270,12,6.42,0.73,17.02
46359,15,9.44,0.56,17.71
57747,12,23.89,0.25,12.88
55001,15,13.89,0.8,3.22
4709,9,20.0,0.78,20.93
4993,15,18.89,0.9,8.05
46079,13,5.0,0.93,1.61
33507,35,3.89,0.82,22.54
6260,11,-1.11,0.92,1.61
13434,35,4.44,0.96,11.27
25372,9,7.97,0.84,16.86
47585,15,3.46,0.85,17.48
8914,35,4.84,0.93,11.69
2011,35,2.78,0.96,16.1
38101,15,17.74,0.77,6.34
41987,12,12.22,0.8,0.0
4138,12,12.92,0.87,13.78
47000,35,13.89,0.96,0.0
18549,35,17.22,0.48,9.66
9502,12,13.99,0.73,12.86
50841,9,14.29,0.95,6.04
40820,12,11.67,0.77,14.49
25102,35,16.09,0.57,9.89
25995,15,12.78,0.93,3.22
27520,9,22.22,0.59,8.05
45538,15,13.33,0.74,11.27
1709,12,20.0,0.57,11.27
16786,12,20.0,0.32,8.05
3572,13,5.21,1.0,6.39
57772,9,8.89,0.93,9.66
39645,9,7.78,0.83,22.54
14030,13,11.11,0.93,12.88
57775,35,3.33,0.85,20.93
15262,9,4.03,0.92,6.67
46109,9,17.78,0.56,25.76
20055,9,20.0,0.57,12.88
23339,15,11.3,0.95,4.07
56257,12,26.11,0.34,4.83
37191,9,14.91,0.69,10.95
19175,9,26.11,0.3,11.27
43463,9,5.41,0.87,5.62
36882,9,12.25,0.4,12.82
8953,12,22.17,0.38,22.94
50571,35,8.96,0.83,27.16
33557,12,17.74,1.0,10.87
17102,12,25.91,0.59,2.91
17988,12,17.04,0.93,8.97
37826,12,15.96,0.87,10.74
13764,12,21.04,0.49,11.0
11029,12,2.22,0.91,13.83
28739,13,1.74,1.0,6.17
42023,24,-0.02,1.0,25.47
57483,11,-6.04,0.91,1.47
11033,21,-0.08,0.91,17.02
11638,35,7.22,0.86,24.55
38457,13,1.07,0.92,12.56
20646,5,-0.04,0.85,33.23
177,21,0.0,0.85,13.78
21255,13,0.09,0.99,19.92
18269,21,-3.67,0.92,12.14
39341,24,-0.14,0.93,20.51
29945,9,5.91,0.93,7.41
9243,21,-0.09,0.86,15.25
16234,24,-5.05,0.92,4.83
37515,11,-7.27,0.88,6.05
6960,9,8.5,0.78,28.11
10728,12,27.36,0.5,11.35
31106,9,20.57,0.85,13.14
7224,9,24.93,0.64,9.13
49993,35,9.07,0.71,11.16
9261,35,1.11,0.64,9.42
35710,12,18.62,0.81,5.1
35711,12,11.11,1.0,10.92
827,13,7.24,1.0,4.81
42900,12,6.06,0.99,9.85
27566,9,7.15,0.65,17.26
52979,13,4.57,1.0,3.24
27247,15,5.59,0.96,6.18
36923,3,13.22,0.87,30.38
52681,9,14.95,0.51,11.0
27860,12,7.59,0.89,3.22
50608,35,11.29,0.92,13.17
45590,35,6.49,0.93,10.85
27867,35,12.76,1.0,17.11
47357,35,11.09,0.89,11.21
41746,12,14.75,0.88,3.17
16575,12,12.19,0.46,9.32
45876,9,17.87,0.34,9.27
17146,12,22.84,0.29,10.92
21877,35,11.75,0.84,3.49
22797,12,18.82,0.47,8.18
4786,15,10.32,0.64,16.82
32057,15,28.96,0.37,10.37
23095,15,25.46,0.49,16.97
56308,9,21.21,0.67,12.67
14087,9,7.18,0.93,4.48
36316,35,1.08,0.78,15.78
58733,21,-1.16,0.92,12.2
47973,21,-0.94,0.92,1.98
59334,11,-2.22,0.96,10.55
33888,33,-1.28,0.92,3.27
39381,35,6.6,0.78,17.28
38188,14,7.87,0.52,34.34
34198,21,-0.48,0.7,13.99
16283,24,-4.81,0.99,15.3
12621,11,-4.86,0.93,12.56
28180,9,17.59,0.74,25.55
23106,15,23.47,0.63,10.88
56951,9,18.96,0.84,2.77
7265,9,15.51,0.87,11.41
52091,35,16.57,0.75,5.99
25188,12,32.82,0.41,7.62
37585,9,22.74,0.73,15.97
32400,12,19.94,0.85,8.36
43530,35,1.58,0.78,6.15
1796,35,17.12,0.59,12.65
55733,35,9.81,0.93,2.85
5401,24,-5.83,0.99,3.45
33614,9,13.33,0.77,10.71
40903,12,14.82,0.79,4.73
7847,9,27.62,0.41,9.27
26681,12,22.29,0.46,9.52
21317,35,1.12,0.78,3.16
48258,35,0.01,0.82,3.17
18953,24,-2.22,0.96,11.91
3000,24,-1.1,0.93,7.79
3943,15,9.23,0.7,9.97
26079,12,8.79,0.67,6.42
34531,33,-5.07,0.85,3.22
40062,9,8.96,0.83,5.33
48811,9,17.31,0.51,6.99
30589,12,16.12,0.87,6.44
5736,13,2.78,1.0,8.05
5418,12,17.19,0.67,22.85
59373,12,21.11,0.57,11.27
15025,12,15.11,0.62,14.14
21931,12,19.81,0.53,14.91
889,23,-2.87,0.92,12.03
55766,21,-9.55,0.82,6.34
49430,11,-7.78,0.61,8.05
59074,15,3.89,0.76,9.66
33324,12,3.89,0.42,14.49
55141,21,-7.78,0.61,11.27
31188,12,0.56,0.92,14.49
28514,23,0.0,0.82,20.69
3682,11,-0.03,0.78,20.4
48824,21,-3.33,0.85,3.22
19860,35,3.89,0.89,9.66
39754,12,24.97,0.32,12.98
36997,12,29.03,0.32,20.51
15400,15,20.98,0.8,1.53
42669,9,19.51,0.9,6.31
30328,15,20.56,0.85,3.67
40657,12,20.01,0.78,6.44
34559,12,36.81,0.31,12.56
18986,9,23.06,0.43,15.01
41807,9,14.23,0.94,6.3
6717,4,3.89,0.89,45.08
36703,12,8.89,0.54,4.83
8461,12,5.0,0.7,1.61
7894,12,15.0,0.51,16.1
34848,19,20.0,0.28,1.61
8179,12,3.69,0.7,6.76
30911,14,12.22,0.57,33.81
12952,12,18.89,0.68,0.0
42407,35,12.78,0.9,9.66
23459,9,18.33,0.65,20.93
26724,25,12.22,0.86,35.08
39466,13,9.88,1.0,12.48
19586,9,3.93,1.0,4.69
56075,13,1.71,1.0,6.44
22589,9,5.91,0.87,4.96
55453,9,11.18,0.86,10.96
9964,9,11.18,0.76,4.93
7594,13,10.2,0.95,5.62
43885,12,17.34,0.74,12.19
29169,9,19.03,0.51,9.79
9075,12,17.3,0.5,5.67
41829,12,15.07,0.93,2.29
24949,12,22.8,0.84,4.62
10249,12,14.85,0.83,12.94
14159,15,1.87,0.91,6.83
14461,24,-4.04,0.93,10.05
41836,15,4.82,0.93,4.85
54871,9,0.24,0.9,14.39
52484,9,5.97,0.86,16.44
21374,23,-2.12,0.74,22.22
25249,33,0.0,0.85,10.88
11159,11,-1.58,0.82,10.98
13880,12,7.44,0.72,24.84
31527,23,-2.87,0.9,3.09
20489,13,0.09,0.91,9.71
21677,11,-3.71,0.92,15.65
23775,23,-1.38,0.81,8.9
6433,9,17.24,0.9,11.4
35193,12,32.68,0.3,8.02
316,9,25.14,0.73,12.28
7625,9,21.04,0.47,15.44
621,35,11.04,1.0,20.16
4023,12,17.84,0.97,6.04
40695,9,12.89,0.82,7.68
35198,11,-2.11,0.96,17.05
58209,12,5.99,0.71,8.1
22614,9,12.85,0.77,15.76
16958,12,9.92,0.86,9.13
48323,12,20.07,0.52,9.77
16377,33,-0.48,0.85,6.21
55194,9,7.93,0.86,13.33
37667,12,2.78,0.76,21.62
42450,13,6.31,0.99,3.62
14490,33,-1.72,0.96,6.44
20508,9,21.12,0.59,28.3
14187,12,25.99,0.32,12.62
59440,12,21.29,0.67,3.67
41264,12,19.24,0.74,13.64
16681,12,6.55,0.82,10.66
7354,9,7.88,0.7,6.18
30095,15,4.33,0.92,3.09
58228,12,16.08,0.37,13.89
36146,15,0.71,0.74,2.8
41269,12,27.11,0.24,4.3
19040,9,19.22,0.79,6.55
31250,12,18.93,0.84,16.74
19922,15,23.43,0.57,6.02
24404,12,30.88,0.45,10.75
25280,9,26.16,0.42,0.31
20222,35,5.0,0.86,9.58
41877,24,-5.05,0.92,6.17
13329,11,-5.05,0.85,1.71
29525,9,1.16,0.78,10.82
3765,13,0.09,0.92,1.85
28913,3,2.16,0.7,31.91
40730,35,7.13,0.67,11.79
28596,15,6.66,0.89,13.72
14804,23,-1.08,0.8,11.33
38929,12,1.0,0.69,3.22
17858,9,4.51,0.67,22.57
48640,35,3.29,0.77,17.85
51057,12,21.09,0.46,12.59
51058,15,27.85,0.4,12.91
43043,12,27.72,0.42,8.89
51351,15,11.79,0.78,3.72
41602,12,22.73,0.32,22.3
38649,9,21.16,0.54,2.91
5842,12,32.82,0.3,22.09
38343,12,26.14,0.47,14.31
15139,12,26.23,0.58,8.02
58574,35,3.36,0.95,6.62
24729,12,7.73,0.63,8.36
37099,35,11.19,0.5,27.8
58254,9,9.59,0.63,13.86
58868,9,24.07,0.61,2.3
36470,12,20.05,0.61,13.11
16711,35,0.05,0.85,14.35
31280,35,8.46,0.93,11.19
4659,9,4.51,0.85,11.33
13656,35,11.62,0.83,3.56
20247,35,16.07,0.66,7.73
14826,35,9.47,0.91,5.59
3796,9,17.22,0.67,8.52
15159,12,10.7,0.84,4.7
45139,9,21.11,0.41,4.15
35905,9,14.03,0.58,11.72
55564,9,14.01,0.67,9.21
45151,15,32.09,0.34,22.02
11543,12,34.91,0.24,14.62
59194,12,23.88,0.35,4.44
5871,35,2.73,0.89,20.54
22670,14,7.21,0.64,36.14
38689,11,-6.13,0.93,5.89
16441,9,8.27,0.58,8.71
39262,23,-9.13,0.68,14.12
34381,35,13.89,0.78,14.17
38065,35,16.67,0.93,17.71
59509,35,3.94,0.91,3.04
40211,35,6.12,0.93,14.18
6545,9,7.84,0.58,20.11
47279,9,2.76,0.62,26.92
38397,35,2.68,0.68,19.88
22094,12,17.91,0.68,1.8
17338,9,16.3,0.72,8.31
26869,9,9.88,0.78,3.16
18222,35,10.04,0.93,9.37
3830,12,21.63,0.56,3.61
33493,9,14.93,0.55,20.09
741,9,22.22,0.28,25.76
9807,9,12.17,0.61,15.33
45200,15,8.52,0.69,6.91
54701,9,18.28,0.81,4.15
39915,12,30.0,0.31,11.27
50818,12,32.22,0.31,12.88
15882,14,27.48,0.52,31.41
48148,12,26.11,0.58,9.66
47291,13,2.22,0.96,0.0
59814,23,-2.78,0.71,25.76
23319,9,6.11,0.93,6.44
26263,24,-5.0,0.84,4.83
49604,24,-6.14,0.92,5.33
40232,24,-1.11,0.92,4.83
17072,24,-2.34,0.99,12.88
54146,9,3.77,0.83,14.18
23017,35,2.78,0.89,11.27
10380,21,0.0,0.75,9.66
52016,24,-7.22,0.96,3.22
5605,12,26.14,0.36,9.43
31068,35,15.0,0.93,8.05
7193,9,15.0,0.87,11.27
51753,9,24.23,0.43,11.08
31971,12,28.64,0.38,12.61
18862,35,15.09,0.93,7.02
58946,12,23.68,0.71,8.19
27187,35,17.78,0.43,11.27
36260,9,7.16,0.38,14.99
33216,12,27.22,0.39,11.27
48172,12,17.22,0.38,12.88
5013,9,28.89,0.4,16.1
39312,9,23.89,0.48,20.93
6592,15,6.67,0.86,14.49
10406,9,10.0,0.83,20.93
8944,13,4.88,0.96,10.61
40827,12,12.1,0.68,9.39
41096,35,4.41,0.84,26.84
2315,9,4.01,0.92,9.23
35664,35,13.92,0.64,10.69
26909,9,18.89,0.65,9.66
30499,9,17.78,0.58,11.27
47026,9,18.02,0.65,2.98
50251,35,25.0,0.39,3.22
16801,12,7.83,0.93,6.34
14315,12,18.73,0.48,16.95
38135,12,28.8,0.42,9.21
33558,12,26.11,0.58,8.98
47623,9,26.17,0.73,3.35
30509,12,31.98,0.57,3.54
42565,9,20.33,0.84,6.25
15600,33,-0.48,0.91,14.12
53569,11,-3.5,0.96,2.25
32662,23,-6.19,0.85,16.91
8086,11,-8.42,0.96,3.14
42571,9,5.88,1.0,10.87
43768,21,-1.11,0.99,15.63
12581,9,5.57,0.74,16.87
33565,24,-1.09,0.92,4.6
36899,24,-7.73,0.92,13.83
59297,21,-4.57,0.85,19.92
49983,11,-0.05,0.96,11.53
5658,13,1.09,0.92,9.24
18901,9,17.78,0.86,11.06
16241,35,17.14,0.92,12.57
35380,9,15.87,0.95,3.4
31404,9,19.79,0.88,3.53
27235,9,17.34,0.74,5.12
17688,35,15.99,0.93,9.26
48485,12,28.96,0.43,4.83
13790,12,4.1,0.66,3.88
10144,9,16.92,0.54,21.35
26636,9,12.19,0.74,26.26
47649,13,9.69,1.0,4.17
51493,12,15.97,0.87,9.39
29059,12,13.8,0.87,4.35
26036,12,16.97,0.68,15.31
16561,13,6.07,0.99,12.08
36620,12,17.73,0.52,20.22
20677,13,4.88,0.99,10.66
4773,35,9.88,0.87,10.87
2357,9,8.87,0.93,11.41
54202,12,7.73,0.72,12.35
1147,12,14.77,0.93,2.61
18918,15,8.86,0.99,3.43
22198,12,20.86,0.59,12.17
15962,12,12.66,0.84,16.94
5362,9,14.98,0.86,4.69
58415,15,7.31,0.75,6.25
56010,9,12.7,0.68,12.48
26045,9,9.91,0.61,15.6
49069,27,14.95,0.39,47.09
38798,12,20.93,0.82,11.27
40308,12,27.08,0.39,15.6
26356,12,18.75,0.9,9.45
44095,9,11.07,0.77,19.05
26657,9,0.39,0.83,10.82
23394,23,-0.01,0.85,9.03
56937,35,5.04,0.74,15.87
5703,25,7.11,0.51,39.3
56939,13,5.04,0.92,15.12
36049,24,-2.82,0.99,13.65
45890,11,-3.83,0.93,16.41
59900,11,-1.66,0.92,6.25
40887,11,-4.95,0.92,7.16
35117,9,14.93,0.83,22.35
26369,12,28.91,0.45,14.04
58132,15,32.87,0.39,20.38
56633,15,27.12,0.49,13.6
53926,12,13.87,0.93,0.0
50930,12,22.96,0.69,8.19
47381,9,18.01,0.82,10.66
